metric,Prophet,Ensemble
MAE,899.1840525690243,267.7973656052224
RMSE,1198.2865627364374,393.8903816121718
MAPE,126.39688939885174,54.50386873685612
sMAPE,46.596483303741906,21.687787544295613
R2,0.15382356453935697,0.9085696672985718
